Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
12/27/2019;68;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;17;26;68;25
12/28/2019;89;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;16;41;89;28
12/29/2019;56;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;25;16;56;18
12/30/2019;37;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;23;17;37;20
12/31/2019;39;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;26;18;39;18
1/1/2020;49;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;29;20;49;24
1/2/2020;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;26;26;51;26
1/3/2020;61;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;25;25;61;27
1/4/2020;56;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;30;19;56;23
1/5/2020;42;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;29;19;42;22
1/6/2020;35;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;28;27;35;35
1/7/2020;47;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;29;26;47;35
1/8/2020;43;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;29;43;42;31
1/9/2020;48;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;30;32;48;26
1/10/2020;66;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;27;27;66;29
1/11/2020;36;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;34;15;36;17
1/12/2020;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;29;21;54;29
1/13/2020;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;19;22;57;24
1/14/2020;73;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;19;26;73;28
1/15/2020;80;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;22;30;80;30
1/16/2020;62;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;27;31;62;27
1/17/2020;47;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;22;35;47;33
1/18/2020;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;25;21;52;24
1/19/2020;58;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;27;28;58;34
1/20/2020;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;32;29;57;41
1/21/2020;66;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;34;37;66;47
1/22/2020;64;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;22;35;64;25
1/23/2020;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;19;27;64;32
1/24/2020;67;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;18;31;67;32
1/25/2020;58;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;6;19;18;58;23
1/26/2020;60;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;25;19;60;19
1/27/2020;69;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;27;29;69;31
1/28/2020;67;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;28;25;67;31
1/29/2020;69;PM2.5;CITY HALL;17-043-4002;AQS;5;26;28;69;36
1/30/2020;71;PM2.5;CITY HALL;17-043-4002;AQS;6;21;42;71;34
1/31/2020;73;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;22;33;73;30
2/1/2020;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;25;26;64;25
2/2/2020;41;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;34;20;41;40
2/3/2020;60;PM2.5;Kingery Near Road #1;17-031-0119;AQS;8;33;38;60;45
2/4/2020;55;PM10;Portage- Hwy 12;18-127-0023;AQS;3;34;55;44;10
2/5/2020;35;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;35;15;34;24
2/6/2020;37;Ozone;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;37;15;33;25
2/7/2020;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;34;34;57;39
2/8/2020;64;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;33;29;64;33
2/9/2020;63;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;27;27;63;28
2/10/2020;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;29;24;62;40
2/11/2020;63;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;32;30;63;33
2/12/2020;68;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;5;23;43;68;44
2/13/2020;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;30;24;55;37
2/14/2020;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;29;42;62;34
2/15/2020;58;PM2.5;GRAVES ES;17-031-3301;AQS;5;27;28;58;27
2/16/2020;70;PM2.5;Kingery Near Road #1;17-031-0119;AQS;10;32;31;70;42
2/17/2020;73;PM2.5;Kingery Near Road #1;17-031-0119;AQS;10;26;38;73;58
2/18/2020;64;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;32;27;64;30
2/19/2020;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;37;25;51;27
2/20/2020;41;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;37;26;41;32
2/21/2020;76;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;32;43;76;39
2/22/2020;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;34;30;55;28
2/23/2020;60;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;34;28;60;38
2/24/2020;68;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;37;23;68;34
2/25/2020;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;36;17;55;11
2/26/2020;39;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;36;18;39;21
2/27/2020;53;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;37;35;53;34
2/28/2020;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;39;39;52;38
2/29/2020;38;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;37;21;38;33
3/1/2020;54;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;44;25;54;26
3/2/2020;57;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;35;31;57;42
3/3/2020;53;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;36;29;53;32
3/4/2020;52;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;3;40;27;52;45
3/5/2020;53;NO2;COOK COUNTY TRAILER;17-031-4002;AQS;6;36;40;46;53
3/6/2020;41;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;41;37;41;32
3/7/2020;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;37;30;52;47
3/8/2020;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;44;28;51;17
3/9/2020;57;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;36;26;57;25
3/10/2020;73;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;5;31;21;73;36
3/11/2020;69;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;24;34;69;35
3/12/2020;63;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;33;31;63;32
3/13/2020;96;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;39;30;96;35
3/14/2020;46;PM2.5;CITY HALL;17-043-4002;AQS;5;37;16;46;14
3/15/2020;42;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;41;17;42;33
3/16/2020;61;PM2.5;KANE COUNTY HEALTH DEPT;17-089-0007;AQS;6;28;30;61;46
3/17/2020;61;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;44;24;61;49
3/18/2020;67;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;40;34;67;41
3/19/2020;59;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;23;19;59;25
3/20/2020;42;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;40;19;42;16
3/21/2020;40;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;40;15;38;33
3/22/2020;65;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;36;23;65;36
3/23/2020;65;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;37;25;65;38
3/24/2020;95;PM2.5;KANE COUNTY HEALTH DEPT;17-089-0007;AQS;5;44;36;95;42
3/25/2020;70;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;36;47;70;63
3/26/2020;69;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;31;23;69;31
3/27/2020;66;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;34;23;66;25
3/28/2020;59;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;36;20;59;26
3/29/2020;38;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;5;38;14;32;14
3/30/2020;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;41;25;52;29
3/31/2020;54;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;33;16;54;14
4/1/2020;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;29;20;62;30
4/2/2020;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;16;40;49;58;43
4/3/2020;65;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;48;57;65;47
4/4/2020;44;PM2.5;CITY HALL;17-043-4002;AQS;7;29;18;44;16
4/5/2020;45;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;43;19;45;25
4/6/2020;61;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;44;42;61;47
4/7/2020;66;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;43;39;66;39
4/8/2020;66;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;8;41;31;66;36
4/9/2020;54;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;42;52;54;25
4/10/2020;47;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;41;25;47;40
4/11/2020;60;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;48;39;60;42
4/12/2020;56;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;42;23;56;16
4/13/2020;43;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;43;19;42;26
4/14/2020;45;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;40;27;45;34
4/15/2020;50;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;40;21;50;37
4/16/2020;52;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;42;27;52;32
4/17/2020;61;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;44;22;61;38
4/18/2020;64;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;46;30;64;30
4/19/2020;52;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;43;20;52;36
4/20/2020;59;PM10;WASHINGTON HS;17-031-0022;AQS;7;46;59;53;43
4/21/2020;52;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;44;23;52;41
4/22/2020;60;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;42;44;60;39
4/23/2020;75;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;41;47;75;33
4/24/2020;81;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;44;33;81;16
4/25/2020;63;PM2.5;Kingery Near Road #1;17-031-0119;AQS;2;45;22;63;21
4/26/2020;55;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;2;45;20;55;34
4/27/2020;69;PM2.5;GRAVES ES;17-031-3301;AQS;3;46;44;69;46
4/28/2020;67;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;50;32;67;32
4/29/2020;52;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;43;14;52;28
4/30/2020;47;PM2.5;GRAVES ES;17-031-3301;AQS;2;43;14;47;36
5/1/2020;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;46;30;56;44
5/2/2020;62;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;54;33;62;36
5/3/2020;53;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;50;30;53;39
5/4/2020;41;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;3;41;28;37;9
5/5/2020;42;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;3;42;19;40;25
5/6/2020;59;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;44;32;59;43
5/7/2020;48;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;48;32;48;46
5/8/2020;74;PM10;Portage- Hwy 12;18-127-0023;AQS;3;37;74;37;24
5/9/2020;52;PM2.5;GRAVES ES;17-031-3301;AQS;5;45;31;52;27
5/10/2020;41;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;36;18;41;18
5/11/2020;46;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;36;24;46;37
5/12/2020;54;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;49;31;54;34
5/13/2020;61;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;61;44;58;44
5/14/2020;71;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;44;31;71;35
5/15/2020;67;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;51;25;67;43
5/16/2020;62;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;48;39;62;10
5/17/2020;66;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;42;19;66;24
5/18/2020;67;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;34;23;67;30
5/19/2020;63;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;41;20;63;14
5/20/2020;61;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;47;25;61;30
5/21/2020;61;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;61;36;61;26
5/22/2020;68;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;49;37;68;26
5/23/2020;63;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;49;31;63;33
5/24/2020;90;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;7;80;28;90;28
5/25/2020;64;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;64;24;62;25
5/26/2020;67;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;6;67;44;65;35
5/27/2020;79;PM2.5;CARY GROVE HS;17-111-0001;AQS;6;77;43;79;34
5/28/2020;55;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;49;31;55;29
5/29/2020;64;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;5;64;30;52;36
5/30/2020;46;PM2.5;GRAVES ES;17-031-3301;AQS;5;38;23;46;18
5/31/2020;46;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;43;22;46;28
6/1/2020;54;PM10;VILLAGE HALL;17-031-1016;AQS;6;46;54;46;29
6/2/2020;100;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;100;51;69;46
6/3/2020;74;Ozone;WATER PLANT;17-031-7002;AQS;5;74;38;53;40
6/4/2020;112;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;112;37;60;34
6/5/2020;154;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;154;45;68;41
6/6/2020;90;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;90;30;57;21
6/7/2020;77;Ozone;MORTON ARBORETUM;17-043-6001;AQS;5;77;27;52;16
6/8/2020;140;Ozone;CARY GROVE HS;17-111-0001;AQS;7;140;51;57;42
6/9/2020;67;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;67;52;55;30
6/10/2020;60;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;44;52;60;31
6/11/2020;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;49;29;51;32
6/12/2020;58;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;7;58;46;52;36
6/13/2020;52;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;42;20;52;7
6/14/2020;48;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;47;23;48;12
6/15/2020;64;Ozone;TAFT HS;17-031-1003;AQS;3;64;32;53;27
6/16/2020;119;Ozone;CARY GROVE HS;17-111-0001;AQS;7;119;41;61;36
6/17/2020;136;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;8;136;49;65;50
6/18/2020;161;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;8;161;56;67;52
6/19/2020;197;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;10;197;64;79;56
6/20/2020;78;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;11;74;62;78;42
6/21/2020;77;Ozone;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;77;27;60;27
6/22/2020;80;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;80;37;58;36
6/23/2020;58;PM2.5;GRAVES ES;17-031-3301;AQS;5;48;24;58;19
6/24/2020;52;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;40;24;52;33
6/25/2020;97;Ozone;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;97;38;54;48
6/26/2020;57;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;6;49;54;57;46
6/27/2020;112;Ozone;WATER PLANT;17-031-7002;AQS;6;112;25;52;24
6/28/2020;77;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;9;77;29;60;30
6/29/2020;76;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;13;58;52;76;34
6/30/2020;87;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;87;42;68;29
7/1/2020;122;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;7;122;39;63;33
7/2/2020;105;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;6;105;47;65;28
7/3/2020;140;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;8;140;42;72;40
7/4/2020;105;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;8;90;65;105;30
7/5/2020;156;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;90;56;156;29
7/6/2020;156;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;156;56;73;46
7/7/2020;136;Ozone;TAFT HS;17-031-1003;AQS;7;136;53;70;46
7/8/2020;108;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;7;108;49;75;34
7/9/2020;129;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;7;129;55;69;34
7/10/2020;54;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;6;54;24;51;27
7/11/2020;74;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;6;74;31;56;28
7/12/2020;43;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;39;18;43;19
7/13/2020;49;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;48;29;49;29
7/14/2020;93;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;93;51;58;32
7/15/2020;90;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;90;54;59;38
7/16/2020;74;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;74;25;55;42
7/17/2020;105;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;105;46;59;38
7/18/2020;71;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;41;44;71;14
7/19/2020;57;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;37;20;57;24
7/20/2020;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;49;21;54;23
7/21/2020;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;45;12;51;30
7/22/2020;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;44;27;52;30
7/23/2020;48;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;48;27;42;22
7/24/2020;90;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;6;90;31;54;36
7/25/2020;126;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;8;126;48;67;38
7/26/2020;57;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;39;29;57;17
7/27/2020;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;39;25;53;38
7/28/2020;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;49;31;53;27
7/29/2020;67;Ozone;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;67;33;56;34
7/30/2020;48;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;37;34;48;26
7/31/2020;51;PM2.5;CARY GROVE HS;17-111-0001;AQS;6;37;25;51;18
8/1/2020;57;PM2.5;CARY GROVE HS;17-111-0001;AQS;7;42;24;57;19
8/2/2020;56;PM2.5;CARY GROVE HS;17-111-0001;AQS;8;44;25;56;24
8/3/2020;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;24;20;54;21
8/4/2020;37;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;32;25;37;30
8/5/2020;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;46;47;51;33
8/6/2020;80;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;;80;36;55;38
8/7/2020;105;Ozone;CARY GROVE HS;17-111-0001;AQS;;105;58;62;42
8/8/2020;77;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;;77;42;60;25
8/9/2020;67;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;;67;30;58;22
8/10/2020;63;PM2.5;CARY GROVE HS;17-111-0001;AQS;;50;40;63;31
8/11/2020;53;PM2.5;CITY HALL;17-043-4002;AQS;;46;27;53;29
8/12/2020;84;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;;84;45;57;39
8/13/2020;100;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;;100;49;58;37
8/14/2020;93;Ozone;VILLAGE GARAGE;17-031-0001;AQS;;93;39;61;34
8/15/2020;129;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;;129;38;63;26
8/16/2020;61;PM2.5;GRAVES ES;17-031-3301;AQS;;42;24;61;33
8/17/2020;59;PM2.5;Kingery Near Road #1;17-031-0119;AQS;;41;29;59;33
8/18/2020;49;PM2.5;CITY HALL;17-043-4002;AQS;;31;27;49;28
8/19/2020;53;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;;45;31;53;31
8/20/2020;90;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;;90;72;53;37
8/21/2020;101;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;;101;55;57;39
8/22/2020;80;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;;80;56;58;34
8/23/2020;71;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;;71;36;61;29
8/24/2020;93;Ozone;WATER PLANT;17-031-7002;AQS;;93;60;63;40
8/25/2020;97;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;;97;47;57;42
8/26/2020;84;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;;84;61;66;33
8/27/2020;58;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;;45;48;58;25
8/28/2020;61;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;45;51;61;22
8/29/2020;56;PM2.5;CITY HALL;17-043-4002;AQS;;39;45;56;26
8/30/2020;47;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;;38;19;47;25
8/31/2020;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;;51;53;55;27
9/1/2020;53;PM2.5;Kingery Near Road #1;17-031-0119;AQS;;36;25;53;34
9/2/2020;53;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;;43;36;53;39
9/3/2020;70;PM10;WASHINGTON HS;17-031-0022;AQS;;43;70;55;27
9/4/2020;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;;39;42;54;33
9/5/2020;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;;42;41;54;29
9/6/2020;55;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;36;28;55;26
9/7/2020;55;PM2.5;CITY HALL;17-043-4002;AQS;;38;26;55;14
9/8/2020;32;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;;26;14;32;21
9/9/2020;49;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;;22;19;49;12
9/10/2020;32;PM2.5;CARY GROVE HS;17-111-0001;AQS;;32;16;32;16
9/11/2020;46;PM2.5;Kingery Near Road #1;17-031-0119;AQS;;32;23;46;20
9/12/2020;79;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;;20;24;79;15
9/13/2020;54;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;31;20;54;22
9/14/2020;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;31;39;57;29
9/15/2020;60;PM10;VILLAGE HALL;17-031-1016;AQS;;38;60;57;32
9/16/2020;58;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;47;45;58;34
9/17/2020;55;PM2.5;CITY HALL;17-043-4002;AQS;;30;51;55;11
9/18/2020;52;PM2.5;CARY GROVE HS;17-111-0001;AQS;;33;27;52;27
9/19/2020;61;PM2.5;CARY GROVE HS;17-111-0001;AQS;;41;39;61;36
9/20/2020;65;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;;47;40;65;36
9/21/2020;57;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;;44;54;57;47
9/22/2020;81;PM10;VILLAGE HALL;17-031-1016;AQS;;61;81;59;53
9/23/2020;71;PM10;VILLAGE HALL;17-031-1016;AQS;;48;71;63;44
9/24/2020;69;PM10;VILLAGE HALL;17-031-1016;AQS;;51;69;67;46
9/25/2020;77;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;;77;69;62;44
9/26/2020;62;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;35;60;62;13
9/27/2020;60;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;40;40;60;19
9/28/2020;41;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;;24;25;41;23
9/29/2020;31;PM2.5;Kingery Near Road #1;17-031-0119;AQS;;19;29;31;21
9/30/2020;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;;31;53;54;28
