Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
4/26/2018;67;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;9;67;52;55;51
4/27/2018;51;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;51;31;38;36
4/28/2018;45;Ozone;WATER PLANT;17-031-7002;AQS;7;45;21;42;36
4/29/2018;61;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;6;61;20;54;47
4/30/2018;74;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;74;61;55;46
5/1/2018;93;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;1;93;64;61;31
5/2/2018;59;PM10;WASHINGTON HS;17-031-0022;AQS;3;58;59;56;41
5/3/2018;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;8;42;45;57;41
5/4/2018;77;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;77;20;54;42
5/5/2018;108;Ozone;WATER PLANT;17-031-7002;AQS;3;108;36;59;35
5/6/2018;74;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;6;74;38;59;50
5/7/2018;74;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;11;74;60;55;47
5/8/2018;122;Ozone;WATER PLANT;17-031-7002;AQS;5;122;47;58;51
5/9/2018;77;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;77;43;60;34
5/10/2018;53;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;50;29;53;19
5/11/2018;52;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;38;17;52;18
5/12/2018;60;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;43;20;60;18
5/13/2018;58;PM2.5;Hammond- 167th St;18-089-0036;AQS;17;41;15;58;37
5/14/2018;62;PM2.5;VILLAGE HALL;17-031-1016;AQS;7;51;24;62;37
5/15/2018;55;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;51;11;55;30
5/16/2018;87;Ozone;CARY GROVE HS;17-111-0001;AQS;18;87;24;60;52
5/17/2018;90;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;8;90;34;64;58
5/18/2018;53;PM2.5;CITY HALL;17-043-4002;AQS;7;49;19;53;32
5/19/2018;66;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;41;23;66;35
5/20/2018;51;PM2.5;Hammond- 167th St;18-089-0036;AQS;8;33;22;51;26
5/21/2018;63;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;30;22;63;30
5/22/2018;76;PM2.5;Hammond- 167th St;18-089-0036;AQS;8;43;28;76;39
5/23/2018;87;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;9;87;46;62;48
5/24/2018;129;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;3;129;38;62;61
5/25/2018;166;Ozone;WATER PLANT;17-031-7002;AQS;5;166;49;64;48
5/26/2018;133;Ozone;WATER PLANT;17-031-7002;AQS;5;133;33;65;62
5/27/2018;177;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;177;34;69;63
5/28/2018;150;Ozone;VILLAGE GARAGE;17-031-0001;AQS;9;150;46;69;63
5/29/2018;122;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;18;122;57;80;34
5/30/2018;64;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;64;21;61;29
5/31/2018;97;Ozone;WATER PLANT;17-031-7002;AQS;2;97;27;56;35
6/1/2018;63;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;2;50;19;63;39
6/2/2018;54;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;9;46;25;54;10
6/3/2018;49;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;44;31;49;24
6/4/2018;115;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;2;71;28;115;36
6/5/2018;44;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;8;44;38;42;23
6/6/2018;56;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;51;24;56;53
6/7/2018;126;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;10;126;61;105;41
6/8/2018;58;PM2.5;CITY HALL;17-043-4002;AQS;18;46;39;58;30
6/9/2018;67;Ozone;MORTON ARBORETUM;17-043-6001;AQS;14;67;21;61;42
6/10/2018;69;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;44;20;69;27
6/11/2018;63;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;46;13;63;20
6/12/2018;83;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;45;21;83;47
6/13/2018;66;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;64;43;66;49
6/14/2018;97;Ozone;VILLAGE GARAGE;17-031-0001;AQS;5;97;34;59;50
6/15/2018;129;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;129;25;61;43
6/16/2018;108;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;108;32;66;21
6/17/2018;65;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;50;25;65;14
6/18/2018;59;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;45;32;59;21
6/19/2018;61;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;8;34;31;61;23
6/20/2018;60;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;10;42;24;60;16
6/21/2018;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;45;17;61;19
6/22/2018;59;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;7;43;19;59;17
6/23/2018;71;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;71;19;57;20
6/24/2018;56;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;49;19;56;33
6/25/2018;61;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;45;46;61;30
6/26/2018;56;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;47;14;56;28
6/27/2018;74;Ozone;WATER PLANT;17-031-7002;AQS;5;74;19;60;48
6/28/2018;112;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;112;38;76;48
6/29/2018;119;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;119;24;64;38
6/30/2018;77;Ozone;WATER PLANT;17-031-7002;AQS;2;77;19;67;16
7/1/2018;73;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;44;28;73;11
7/2/2018;90;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;3;90;32;52;37
7/3/2018;129;Ozone;VILLAGE GARAGE;17-031-0001;AQS;5;129;45;70;30
7/4/2018;85;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;74;16;85;25
7/5/2018;61;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;49;28;61;29
7/6/2018;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;48;19;53;13
7/7/2018;74;Ozone;VILLAGE GARAGE;17-031-0001;AQS;2;74;36;58;28
7/8/2018;112;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;2;112;22;60;30
7/9/2018;151;Ozone;WATER PLANT;17-031-7002;AQS;3;151;33;61;33
7/10/2018;90;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;13;90;38;62;24
7/11/2018;143;Ozone;VILLAGE GARAGE;17-031-0001;AQS;9;143;31;59;23
7/12/2018;93;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;93;28;64;36
7/13/2018;154;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;154;34;70;36
7/14/2018;84;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;84;22;59;26
7/15/2018;151;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;151;30;68;34
7/16/2018;74;Ozone;VILLAGE GARAGE;17-031-0001;AQS;5;74;22;61;32
7/17/2018;49;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;44;26;49;21
7/18/2018;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;36;17;54;26
7/19/2018;93;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;3;93;36;57;25
7/20/2018;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;41;22;61;20
7/21/2018;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;46;11;51;14
7/22/2018;61;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;41;19;61;11
7/23/2018;73;PM2.5;CITY HALL;17-043-4002;AQS;3;51;24;73;20
7/24/2018;74;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;5;74;33;66;27
7/25/2018;77;Ozone;VILLAGE GARAGE;17-031-0001;AQS;3;77;29;53;26
7/26/2018;44;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;44;26;44;26
7/27/2018;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;38;27;52;27
7/28/2018;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;47;22;55;28
7/29/2018;61;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;58;23;61;34
7/30/2018;87;Ozone;WATER PLANT;17-031-7002;AQS;6;87;28;55;32
7/31/2018;64;Ozone;WATER PLANT;17-031-7002;AQS;5;64;32;62;41
8/1/2018;61;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;58;40;61;40
8/2/2018;80;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;80;35;63;28
8/3/2018;105;Ozone;VILLAGE GARAGE;17-031-0001;AQS;3;105;31;65;34
8/4/2018;129;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;129;25;65;38
8/5/2018;67;Ozone;WATER PLANT;17-031-7002;AQS;2;67;23;60;14
8/6/2018;58;Ozone;WATER PLANT;17-031-7002;AQS;5;58;25;57;31
8/7/2018;59;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;51;30;59;39
8/8/2018;71;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;71;21;57;37
8/9/2018;80;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;80;31;72;30
8/10/2018;60;PM2.5;CITY HALL;17-043-4002;AQS;7;47;25;60;24
8/11/2018;67;PM2.5;CITY HALL;17-043-4002;AQS;6;54;21;67;32
8/12/2018;74;PM2.5;CITY HALL;17-043-4002;AQS;6;45;29;74;30
8/13/2018;101;Ozone;MORTON ARBORETUM;17-043-6001;AQS;6;101;35;75;48
8/14/2018;105;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;105;51;82;50
8/15/2018;77;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;50;40;77;28
8/16/2018;67;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;67;33;67;24
8/17/2018;84;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;3;84;19;60;36
8/18/2018;69;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;43;29;69;25
8/19/2018;75;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;67;26;75;18
8/20/2018;71;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;42;20;71;28
8/21/2018;70;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;42;22;70;24
8/22/2018;64;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;39;22;64;39
8/23/2018;65;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;49;51;65;37
8/24/2018;66;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;42;27;66;27
8/25/2018;86;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;45;34;86;31
8/26/2018;83;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;77;29;83;29
8/27/2018;82;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;54;57;82;18
8/28/2018;65;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;45;38;65;24
8/29/2018;58;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;31;10;58;24
8/30/2018;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;39;18;56;28
8/31/2018;67;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;67;28;67;32
9/1/2018;63;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;1;39;18;63;17
9/2/2018;60;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;36;17;60;24
9/3/2018;61;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;37;18;61;20
9/4/2018;71;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;2;71;24;63;17
9/5/2018;62;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;40;36;62;23
9/6/2018;55;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;32;12;55;17
9/7/2018;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;36;14;54;12
9/8/2018;46;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;32;12;46;7
9/9/2018;41;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;1;36;18;41;9
9/10/2018;48;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;43;23;48;31
9/11/2018;71;Ozone;CARY GROVE HS;17-111-0001;AQS;3;71;30;59;38
9/12/2018;67;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;3;67;33;60;29
9/13/2018;60;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;48;30;60;35
9/14/2018;90;Ozone;VILLAGE GARAGE;17-031-0001;AQS;7;90;44;75;36
9/15/2018;80;Ozone;WATER PLANT;17-031-7002;AQS;5;80;27;70;44
9/16/2018;62;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;47;28;62;25
9/17/2018;77;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;77;53;67;48
9/18/2018;61;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;37;32;61;42
9/19/2018;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;41;31;53;20
9/20/2018;69;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;58;53;69;26
9/21/2018;56;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;37;42;56;20
9/22/2018;51;PM2.5;CITY HALL;17-043-4002;AQS;2;38;13;51;31
9/23/2018;67;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;39;19;67;31
9/24/2018;57;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;36;23;57;32
9/25/2018;55;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;31;40;55;25
9/26/2018;47;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;33;25;47;35
9/27/2018;52;PM10;VILLAGE HALL;17-031-1016;AQS;3;39;52;44;41
9/28/2018;43;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;26;33;43;34
9/29/2018;71;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;32;16;71;23
9/30/2018;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;36;23;56;25
10/1/2018;61;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;36;30;61;27
10/2/2018;54;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;22;12;54;26
10/3/2018;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;38;54;56;24
10/4/2018;49;PM10;Portage- Hwy 12;18-127-0023;AQS;5;34;49;37;20
10/5/2018;60;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;24;23;60;22
10/6/2018;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;26;12;56;22
10/7/2018;48;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;21;10;48;8
10/8/2018;62;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;38;30;62;31
10/9/2018;60;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;44;35;60;32
10/10/2018;52;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;23;10;52;22
10/11/2018;32;NO2;IEPA TRAILER;17-031-3103;AQS;2;31;21;31;32
10/12/2018;39;NO2;IEPA TRAILER;17-031-3103;AQS;3;29;19;34;39
10/13/2018;52;PM2.5;CITY HALL;17-043-4002;AQS;3;31;25;52;21
10/14/2018;62;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;31;22;62;24
10/15/2018;58;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;28;21;58;30
10/16/2018;51;PM10;WASHINGTON HS;17-031-0022;AQS;2;34;51;30;26
10/17/2018;46;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;32;35;46;45
10/18/2018;71;NO2;IEPA TRAILER;17-031-3103;AQS;8;36;62;53;71
10/19/2018;47;PM10;VILLAGE HALL;17-031-1016;AQS;3;27;47;44;32
10/20/2018;53;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;31;53;46;18
10/21/2018;37;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;30;16;37;26
10/22/2018;51;PM10;WASHINGTON HS;17-031-0022;AQS;5;34;51;45;38
10/23/2018;49;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;28;30;49;31
10/24/2018;54;PM2.5;CITY HALL;17-043-4002;AQS;6;30;39;54;38
10/25/2018;52;PM2.5;CITY HALL;17-043-4002;AQS;6;27;44;52;36
10/26/2018;65;PM2.5;CITY HALL;17-043-4002;AQS;7;27;31;65;26
10/27/2018;70;PM2.5;CITY HALL;17-043-4002;AQS;5;33;28;70;30
10/28/2018;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;23;23;55;26
10/29/2018;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;30;26;55;32
10/30/2018;60;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;33;38;60;37
10/31/2018;65;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;31;35;65;34
11/1/2018;51;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;7;28;18;51;31
11/2/2018;44;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;26;16;44;27
11/3/2018;55;PM2.5;CITY HALL;17-043-4002;AQS;7;30;18;55;28
11/4/2018;52;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;27;15;52;10
11/5/2018;43;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;19;20;43;21
11/6/2018;38;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;17;8;38;22
11/7/2018;31;PM2.5;WASHINGTON HS;17-031-0022;AQS;3;21;14;31;19
11/8/2018;56;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;25;23;56;33
11/9/2018;56;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;27;22;56;31
11/10/2018;39;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;26;17;39;19
11/11/2018;59;PM2.5;CITY HALL;17-043-4002;AQS;8;24;22;59;29
11/12/2018;57;PM2.5;CITY HALL;17-043-4002;AQS;9;28;29;57;30
11/13/2018;50;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;31;22;50;34
11/14/2018;59;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;31;31;59;48
11/15/2018;72;PM2.5;CITY HALL;17-043-4002;AQS;6;25;35;72;47
11/16/2018;64;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;21;31;64;23
11/17/2018;56;PM2.5;CITY HALL;17-043-4002;AQS;6;26;23;56;25
11/18/2018;55;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;28;20;55;26
11/19/2018;66;PM2.5;VILLAGE HALL;17-031-1016;AQS;7;24;33;66;29
11/20/2018;54;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;25;30;54;22
11/21/2018;55;PM2.5;CITY HALL;17-043-4002;AQS;5;32;19;55;25
11/22/2018;64;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;26;24;64;26
11/23/2018;69;PM2.5;CITY HALL;17-043-4002;AQS;3;26;31;69;22
11/24/2018;59;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;20;18;59;22
11/25/2018;70;PM2.5;GRAVES ES;17-031-3301;AQS;5;21;14;70;22
11/26/2018;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;26;20;52;38
11/27/2018;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;23;22;54;33
11/28/2018;62;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;5;26;34;62;31
11/29/2018;76;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;16;36;76;41
11/30/2018;91;PM2.5;Hammond- 167th St;18-089-0036;AQS;9;17;44;91;33
12/1/2018;69;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;22;24;69;22
12/2/2018;41;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;20;13;41;27
12/3/2018;31;Ozone;CARY GROVE HS;17-111-0001;AQS;3;31;11;28;19
12/4/2018;42;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;33;21;42;35
12/5/2018;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;30;29;53;24
12/6/2018;55;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;29;24;55;25
12/7/2018;58;PM2.5;WASHINGTON HS;17-031-0022;AQS;6;25;47;58;36
12/8/2018;70;PM2.5;Hammond- 167th St;18-089-0036;AQS;11;27;29;70;34
12/9/2018;91;PM2.5;Hammond- 167th St;18-089-0036;AQS;19;27;44;91;38
12/10/2018;88;PM2.5;GRAVES ES;17-031-3301;AQS;8;23;54;88;36
12/11/2018;101;PM2.5;WASHINGTON HS;17-031-0022;AQS;7;21;52;101;38
12/12/2018;78;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;26;38;78;28
12/13/2018;87;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;21;40;87;47
12/14/2018;91;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;7;29;31;91;27
12/15/2018;69;PM2.5;CITY HALL;17-043-4002;AQS;9;26;24;69;30
12/16/2018;66;PM2.5;CITY HALL;17-043-4002;AQS;7;21;25;66;30
12/17/2018;51;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;11;31;34;51;39
12/18/2018;64;NO2;COOK COUNTY TRAILER;17-031-4002;AQS;14;24;51;63;64
12/19/2018;64;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;20;42;64;26
12/20/2018;77;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;6;19;31;77;27
12/21/2018;48;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;23;16;48;19
12/22/2018;59;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;22;24;59;23
12/23/2018;55;PM2.5;CITY HALL;17-043-4002;AQS;5;27;23;55;23
12/24/2018;56;PM2.5;CITY HALL;17-043-4002;AQS;7;24;20;56;32
12/25/2018;71;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;33;25;71;37
12/26/2018;94;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;13;25;45;94;73
12/27/2018;55;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;28;15;55;21
12/28/2018;43;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;25;17;43;14
12/29/2018;52;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;25;18;52;22
12/30/2018;55;PM2.5;Hammond- 167th St;18-089-0036;AQS;2;25;23;55;15
12/31/2018;57;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;22;19;57;26
1/1/2019;49;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;32;16;49;31
1/2/2019;57;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;20;31;57;31
1/3/2019;56;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;19;35;56;22
1/4/2019;58;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;22;41;58;34
1/5/2019;61;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;23;31;61;29
1/6/2019;51;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;6;32;16;51;20
1/7/2019;59;PM2.5;CITY HALL;17-043-4002;AQS;3;25;17;59;17
1/8/2019;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;28;30;57;23
1/9/2019;60;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;26;60;57;20
1/10/2019;54;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;28;43;54;42
1/11/2019;69;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;30;41;69;43
1/12/2019;71;PM2.5;WASHINGTON HS;17-031-0022;AQS;7;30;31;71;25
1/13/2019;51;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;37;13;51;35
1/14/2019;60;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;31;32;60;39
1/15/2019;59;PM2.5;GRAVES ES;17-031-3301;AQS;3;28;25;59;25
1/16/2019;53;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;34;17;53;21
1/17/2019;66;PM2.5;WASHINGTON HS;17-031-0022;AQS;7;25;30;66;31
1/18/2019;64;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;36;21;64;21
1/19/2019;45;PM2.5;Hammond- 167th St;18-089-0036;AQS;10;35;18;45;23
1/20/2019;41;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;10;34;28;41;34
1/21/2019;68;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;5;34;28;68;42
1/22/2019;55;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;30;23;55;29
1/23/2019;59;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;24;18;59;33
1/24/2019;74;PM2.5;WASHINGTON HS;17-031-0022;AQS;6;30;37;74;43
